Date (yyyy-MMM-dd hh:mm),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m),Depth (m)
5/16/2017 16:00,26.244,-96.18,12.595,303.6,12.10437937,-651.0,-301.93
5/17/2017 0:00,26.235,-96.206,12.629,305.7,7.972013547,-595.0,-304.02
5/17/2017 8:00,26.233,-96.224,12.588,303.1,4.027505431,-561.0,-301.43
5/17/2017 16:00,26.251,-96.221,12.669,307.8,13.10794034,-548.0,-306.11
5/18/2017 0:00,26.287,-96.198,12.681,308.4,13.79873183,-595.0,-306.71
5/18/2017 8:00,26.309,-96.195,12.622,306.8,6.33025276,-611.0,-305.11
5/18/2017 16:00,26.318,-96.215,12.562,302.9,8.720395633,-549.0,-301.24
5/19/2017 0:00,26.323,-96.242,12.455,300.0,11.34669996,-477.0,-298.35
5/19/2017 8:00,26.331,-96.278,12.414,298.6,14.83004046,-346.0,-296.96
5/19/2017 16:00,26.367,-96.305,12.287,292.8,18.22541358,-223.0,-291.19
5/20/2017 0:00,26.413,-96.305,12.337,294.0,15.27544435,-259.0,-292.38
5/20/2017 8:00,26.443,-96.304,12.351,296.6,9.67070318,-321.0,-294.97
5/20/2017 16:00,26.467,-96.298,12.361,296.9,9.110548831,-354.0,-295.27
5/21/2017 0:00,26.49,-96.288,12.385,297.5,11.6767504,-394.0,-295.87
5/21/2017 8:00,26.517,-96.274,12.442,298.5,7.792335978,-469.0,-296.86
5/21/2017 16:00,26.528,-96.282,12.382,297.1,5.497490337,-457.0,-295.47
5/22/2017 0:00,26.537,-96.291,12.369,294.1,4.510044346,-435.0,-292.48
5/22/2017 8:00,26.547,-96.288,12.514,303.1,1.885576835,-451.0,-301.43
5/22/2017 16:00,26.541,-96.3,12.37,296.0,4.092578649,-411.0,-294.37
5/23/2017 0:00,26.533,-96.303,12.517,303.1,6.046288118,-402.0,-301.43
5/23/2017 8:00,26.503,-96.318,12.552,303.5,19.382149,-314.0,-301.83
5/23/2017 16:00,26.458,-96.337,12.445,299.1,10.97774567,-159.0,-297.46
5/24/2017 0:00,26.453,-96.322,12.324,293.3,8.273481734,-201.0,-291.69
5/24/2017 8:00,26.462,-96.307,12.323,294.3,3.10357858,-315.0,-292.68
5/24/2017 16:00,26.459,-96.306,12.253,291.6,3.887312696,-315.0,-290.0
5/25/2017 0:00,26.445,-96.309,12.175,287.2,6.320506309,-271.0,-285.62
5/25/2017 8:00,26.429,-96.304,12.234,292.2,6.905447125,-295.0,-290.59
5/25/2017 16:00,26.409,-96.296,12.105,282.3,11.20554327,-301.0,-280.75
5/26/2017 0:00,26.375,-96.297,12.037,280.9,11.35401691,-276.0,-279.36
5/26/2017 8:00,26.363,-96.27,12.316,293.4,18.54950134,-418.0,-291.79
5/26/2017 16:00,26.371,-96.215,12.351,292.2,11.14162017,-597.0,-290.59
5/27/2017 0:00,26.33,-96.221,12.581,301.3,21.1775093,-532.0,-299.64
5/27/2017 8:00,26.289,-96.232,12.553,300.9,9.886607103,-495.0,-299.25
5/27/2017 16:00,26.273,-96.216,12.613,302.2,7.890659035,-552.0,-300.54
5/28/2017 0:00,26.243,-96.221,12.559,299.2,17.78039932,-552.0,-297.56
5/28/2017 8:00,26.202,-96.238,12.541,299.1,9.880005061,-539.0,-297.46
5/28/2017 16:00,26.189,-96.224,12.501,297.0,7.164384133,-593.0,-295.37
5/29/2017 0:00,26.159,-96.231,12.291,289.5,15.50912312,-574.0,-287.91
5/29/2017 8:00,26.125,-96.243,12.236,288.1,9.837936776,-439.0,-286.52
5/29/2017 16:00,26.105,-96.24,12.208,286.7,8.664207985,-437.0,-285.12
5/30/2017 0:00,26.077,-96.247,12.093,287.4,11.79780064,-401.0,-285.82
5/30/2017 8:00,26.047,-96.257,12.12,286.0,14.03249443,-445.0,-284.43
5/30/2017 16:00,26.012,-96.273,12.181,286.9,11.58365227,-341.0,-285.32
5/31/2017 0:00,25.993,-96.272,12.098,284.1,5.577104984,-335.0,-282.54
5/31/2017 8:00,25.977,-96.267,12.074,285.5,9.01612999,-361.0,-283.93
5/31/2017 16:00,25.949,-96.275,12.042,284.2,9.629974039,-345.0,-282.64
6/1/2017 0:00,25.934,-96.273,12.198,286.6,4.426578814,-366.0,-285.03
6/1/2017 8:00,25.928,-96.264,12.205,289.3,3.337933492,-403.0,-287.71
6/1/2017 16:00,25.919,-96.263,12.095,285.1,3.008055851,-409.0,-283.53
6/2/2017 0:00,25.919,-96.262,12.143,284.9,5.084102674,-416.0,-283.33
6/2/2017 8:00,25.935,-96.255,12.048,281.2,3.906635381,-409.0,-279.65
6/2/2017 16:00,25.917,-96.24,12.146,284.4,12.01087008,-479.0,-282.84
6/3/2017 0:00,25.895,-96.224,12.574,300.4,6.090205251,-517.0,-298.75
6/3/2017 8:00,25.89,-96.224,12.384,294.6,2.302172887,-505.0,-292.98
6/3/2017 16:00,25.885,-96.225,12.512,300.2,6.292217415,-509.0,-298.55
6/4/2017 0:00,25.87,-96.203,12.573,300.7,8.883135708,-605.0,-299.05
6/4/2017 8:00,25.858,-96.214,12.417,296.2,7.240828682,-564.0,-294.57
6/4/2017 16:00,25.886,-96.225,12.399,294.2,8.114000246,-509.0,-292.58
6/5/2017 0:00,25.884,-96.239,12.293,289.3,1.903943276,-480.0,-287.71
6/5/2017 8:00,25.896,-96.238,12.273,289.4,7.102260204,-481.0,-287.81
6/5/2017 16:00,25.916,-96.248,12.233,288.8,9.676202768,-450.0,-287.21
6/6/2017 0:00,25.94,-96.251,12.282,290.4,8.579242391,-416.0,-288.8
6/6/2017 8:00,25.954,-96.242,12.313,291.4,2.628554736,-436.0,-289.8
6/6/2017 16:00,25.959,-96.24,12.09,286.8,6.447611961,-451.0,-285.22
6/7/2017 0:00,25.985,-96.238,12.161,290.0,9.116123079,-448.0,-288.41
6/7/2017 8:00,26.0,-96.242,12.269,290.7,5.410887173,-430.0,-289.1
6/7/2017 16:00,26.019,-96.233,12.063,282.2,9.1,-543.0,-280.65
6/8/2017 0:00,26.041,-96.234,12.188,286.9,7.365785769,-525.0,-285.32
6/8/2017 8:00,26.055,-96.233,12.271,289.4,3.384789506,-449.0,-287.81
6/8/2017 16:00,26.059,-96.236,12.174,286.5,2.232151429,-437.0,-284.93
6/9/2017 0:00,26.06,-96.239,12.201,287.3,5.983585881,-426.0,-285.72
6/9/2017 8:00,26.083,-96.225,12.314,291.8,8.640416657,-472.0,-290.2
6/9/2017 16:00,26.098,-96.236,12.362,293.8,6.060825026,-469.0,-292.19
6/10/2017 0:00,26.112,-96.239,12.27,288.8,6.568805066,-434.0,-287.21
6/10/2017 8:00,26.133,-96.239,12.29,290.9,9.896928817,-487.0,-289.3
6/10/2017 16:00,26.163,-96.245,12.177,287.1,13.22162244,-538.0,-285.52
6/11/2017 0:00,26.195,-96.25,12.322,293.4,10.23975097,-510.0,-291.79
6/11/2017 8:00,26.215,-96.25,12.382,294.3,8.569509904,-478.0,-292.68
6/11/2017 16:00,26.23,-96.219,12.234,289.3,12.60988898,-572.0,-287.71
6/12/2017 0:00,26.231,-96.191,12.38,294.3,7.756713221,-644.0,-292.68
6/12/2017 8:00,26.223,-96.167,12.305,291.6,12.71560459,-694.0,-290.0
6/12/2017 16:00,26.22,-96.128,12.106,283.7,9.156336604,-784.0,-282.14
6/13/2017 0:00,26.206,-96.119,12.197,287.4,5.774192584,-816.0,-285.82
6/13/2017 8:00,26.223,-96.09,12.168,286.5,10.53286286,-853.0,-284.93
6/13/2017 16:00,26.228,-96.084,12.092,283.4,2.425716389,-856.0,-281.84
6/14/2017 0:00,26.225,-96.092,12.061,281.3,1.517893277,-848.0,-279.75
6/14/2017 8:00,26.223,-96.093,12.043,280.7,3.10871356,-848.0,-279.16
6/14/2017 16:00,26.207,-96.099,11.818,272.4,8.790659816,-858.0,-270.9
6/15/2017 0:00,26.18,-96.097,11.742,271.3,13.11637907,-862.0,-269.81
6/15/2017 8:00,26.139,-96.084,11.652,267.3,19.56334583,-890.0,-265.83
6/15/2017 16:00,26.084,-96.06,11.806,273.1,26.49702814,-852.0,-271.6
6/16/2017 0:00,26.031,-96.02,12.145,287.0,21.17389194,-1010.0,-285.42
6/16/2017 8:00,26.03,-95.958,12.392,297.5,19.29381248,-1061.0,-295.87
6/16/2017 16:00,26.012,-95.915,12.438,296.4,14.53228475,-1055.0,-294.77
6/17/2017 0:00,26.01,-95.872,12.453,299.8,19.68980701,-1028.0,-298.15
6/17/2017 8:00,26.037,-95.81,12.705,308.8,23.88132743,-1113.0,-307.1
6/17/2017 16:00,26.067,-95.757,12.645,313.5,21.22596994,-1172.0,-311.78
6/18/2017 0:00,26.098,-95.703,12.889,318.5,23.37879809,-1122.0,-316.75
6/18/2017 8:00,26.127,-95.64,12.902,315.1,26.18126238,-1089.0,-313.37
6/18/2017 16:00,26.144,-95.573,12.951,320.4,17.32391699,-1433.0,-318.64
6/19/2017 0:00,26.164,-95.536,13.125,323.7,22.27825173,-1402.0,-321.92
6/19/2017 8:00,26.22,-95.473,12.993,319.4,32.33061243,-1566.0,-317.65
6/19/2017 16:00,26.283,-95.423,13.241,331.0,29.19029462,-1580.0,-329.18
6/20/2017 0:00,26.346,-95.369,12.95,318.6,32.23927574,-1600.0,-316.85
6/20/2017 8:00,26.419,-95.323,12.901,316.9,31.24351453,-1635.0,-315.16
6/20/2017 16:00,26.485,-95.277,12.721,314.8,29.8246777,-1664.0,-313.07
6/21/2017 0:00,26.543,-95.225,12.757,308.8,26.17250466,-1611.0,-307.1
6/21/2017 8:00,26.594,-95.173,12.593,303.1,31.82452042,-1671.0,-301.43
6/21/2017 16:00,26.671,-95.11,12.553,299.3,36.56624126,-1639.0,-297.66
6/22/2017 0:00,26.729,-95.041,12.563,299.2,29.86661179,-1625.0,-297.56
6/22/2017 8:00,26.774,-94.985,12.457,297.3,20.10319626,-1547.0,-295.67
6/22/2017 16:00,26.812,-94.943,12.453,296.5,28.99768956,-1381.0,-294.87
6/23/2017 0:00,26.867,-94.868,12.426,294.3,26.21488127,-1324.0,-292.68
6/23/2017 8:00,26.884,-94.826,12.466,295.1,13.40908647,-1498.0,-293.48
6/23/2017 16:00,26.917,-94.79,12.431,296.3,20.10765526,-1507.0,-294.67
6/24/2017 0:00,26.955,-94.757,12.382,293.6,16.15847146,-1483.0,-291.99
6/24/2017 8:00,26.98,-94.723,12.468,296.8,15.7511206,-1445.0,-295.17
6/24/2017 16:00,27.002,-94.685,12.267,289.1,13.02322925,-1375.0,-287.51
6/25/2017 0:00,27.026,-94.664,12.378,295.6,13.43434777,-1396.0,-293.98
6/25/2017 8:00,27.044,-94.625,12.207,287.3,13.26847768,-1412.0,-285.72
6/25/2017 16:00,27.05,-94.596,12.198,286.2,9.785714077,-1409.0,-284.63
6/26/2017 0:00,27.067,-94.564,12.286,291.3,15.28839102,-1222.0,-289.7
6/26/2017 8:00,27.076,-94.526,12.131,286.7,8.201762006,-1087.0,-285.12
6/26/2017 16:00,27.071,-94.517,12.101,284.2,2.428353352,-1075.0,-282.64
6/27/2017 0:00,27.077,-94.5,12.286,290.0,9.335737786,-1100.0,-288.41
6/27/2017 8:00,27.082,-94.468,12.213,286.2,12.09661523,-1566.0,-284.63
6/27/2017 16:00,27.077,-94.441,12.161,283.1,5.113169272,-1712.0,-281.54
6/28/2017 0:00,27.07,-94.438,12.32,290.1,6.299222174,-1678.0,-288.51
6/28/2017 8:00,27.08,-94.399,12.186,283.5,16.06299163,-1713.0,-281.94
6/28/2017 16:00,27.067,-94.37,12.131,282.7,5.9110236,-1452.0,-281.15
6/29/2017 0:00,27.063,-94.383,12.333,291.8,4.155201559,-1608.0,-290.2
6/29/2017 8:00,27.078,-94.356,12.085,280.1,10.81868754,-1134.0,-278.56
6/29/2017 16:00,27.065,-94.337,12.042,282.3,11.24279769,-1082.0,-280.75
6/30/2017 0:00,27.045,-94.326,12.234,289.9,6.693078514,-1117.0,-288.31
6/30/2017 8:00,27.07,-94.305,12.138,282.5,8.184967929,-1068.0,-280.95
6/30/2017 16:00,27.062,-94.297,12.152,284.7,6.362271607,-1079.0,-283.14
7/1/2017 0:00,27.055,-94.291,12.277,288.2,7.314594999,-1119.0,-286.62
7/1/2017 8:00,27.062,-94.261,12.067,281.1,9.815100611,-1221.0,-279.56
7/1/2017 16:00,27.046,-94.244,12.077,284.8,6.426546506,-1643.0,-283.24
7/2/2017 0:00,27.046,-94.234,12.199,285.7,5.40959333,-1682.0,-284.13
7/2/2017 8:00,27.055,-94.215,12.135,284.5,11.28299606,-1621.0,-282.94
7/2/2017 16:00,27.044,-94.182,12.054,282.6,8.05294977,-1767.0,-281.05
7/3/2017 0:00,27.031,-94.19,12.101,283.9,0.707248188,-1871.0,-282.34
7/3/2017 8:00,27.043,-94.168,12.18,283.8,13.90142439,-1751.0,-282.24
7/3/2017 16:00,27.045,-94.133,11.958,288.6,6.57766676,-1244.0,-287.01
7/4/2017 0:00,27.041,-94.143,11.966,277.3,13.19464285,-1515.0,-275.78
7/4/2017 8:00,27.045,-94.166,12.243,286.2,12.17224712,-1749.0,-284.63
7/4/2017 16:00,27.044,-94.099,11.92,275.1,12.7715191,-1139.0,-273.59
7/5/2017 0:00,27.023,-94.122,11.932,275.4,10.1972006,-1278.0,-273.89
7/5/2017 8:00,27.04,-94.114,12.147,282.2,14.57764041,-1163.0,-280.65
7/5/2017 16:00,27.036,-94.074,11.778,272.4,8.919697304,-1093.0,-270.9
7/6/2017 0:00,27.023,-94.085,11.964,278.3,5.747077518,-1155.0,-276.77
7/6/2017 8:00,27.042,-94.08,11.974,276.5,8.733991069,-1124.0,-274.98
7/6/2017 16:00,27.029,-94.056,11.815,273.5,4.297394559,-1042.0,-272.0
7/7/2017 0:00,27.034,-94.063,11.998,279.4,7.961890479,-1058.0,-277.86
7/7/2017 8:00,27.042,-94.027,11.924,275.4,6.341616513,-1048.0,-273.89
7/7/2017 16:00,27.029,-94.038,11.924,275.4,2.705586813,-1008.0,-273.89
7/8/2017 0:00,27.042,-94.03,11.877,274.0,3.252814166,-1047.0,-272.49
7/8/2017 8:00,27.03,-94.032,11.742,271.0,7.932042612,-1015.0,-269.51
7/8/2017 16:00,27.019,-94.03,11.927,275.9,3.756181572,-986.0,-274.38
7/9/2017 0:00,27.033,-94.041,11.877,274.1,4.122729678,-1012.0,-272.59
7/9/2017 8:00,27.025,-94.017,11.836,273.6,8.346028996,-988.0,-272.1
7/9/2017 16:00,27.011,-94.025,11.81,272.4,6.475901482,-963.0,-270.9
7/10/2017 0:00,27.015,-94.035,11.86,273.0,2.450510151,-992.0,-271.5
7/10/2017 8:00,27.011,-94.015,11.745,268.9,9.790857981,-961.0,-267.42
7/10/2017 16:00,26.993,-94.006,11.721,268.9,8.543002985,-986.0,-267.42
7/11/2017 0:00,26.988,-94.033,11.821,271.2,5.733149222,-1045.0,-269.71
7/11/2017 8:00,26.997,-94.022,11.809,270.0,8.084478957,-1001.0,-268.52
7/11/2017 16:00,26.964,-94.012,11.681,266.3,14.33000349,-1211.0,-264.84
7/12/2017 0:00,26.944,-94.022,11.703,267.9,2.959594567,-1302.0,-266.43
7/12/2017 8:00,26.947,-94.019,11.794,269.1,9.374902666,-1296.0,-267.62
7/12/2017 16:00,26.906,-94.003,11.688,268.0,16.032124,-1300.0,-266.53
7/13/2017 0:00,26.878,-94.019,11.585,264.2,8.376353622,-1189.0,-262.75
7/13/2017 8:00,26.851,-94.0,11.794,268.1,16.48097388,-1228.0,-266.63
7/13/2017 16:00,26.809,-93.986,11.72,267.7,15.90492062,-1255.0,-266.23
7/14/2017 0:00,26.769,-93.989,11.678,267.5,17.38569815,-1243.0,-266.03
7/14/2017 8:00,26.719,-93.982,11.662,264.4,20.92317853,-1418.0,-262.95
7/14/2017 16:00,26.668,-93.948,11.764,269.7,25.20366045,-1515.0,-268.22
7/15/2017 0:00,26.605,-93.934,11.721,267.7,18.89613717,-1542.0,-266.23
7/15/2017 8:00,26.567,-93.907,11.788,269.9,24.15414043,-1440.0,-268.42
7/15/2017 16:00,26.497,-93.866,11.765,268.4,28.67612596,-1519.0,-266.93
7/16/2017 0:00,26.447,-93.819,11.841,271.3,27.6147352,-1674.0,-269.81
7/16/2017 8:00,26.369,-93.799,11.759,270.1,25.51327694,-1724.0,-268.62
7/16/2017 16:00,26.325,-93.769,11.776,270.5,24.6032884,-1737.0,-269.01
7/17/2017 0:00,26.267,-93.71,11.674,268.9,31.31572927,-1819.0,-267.42
7/17/2017 8:00,26.194,-93.703,11.632,264.3,19.97613827,-1837.0,-262.85
7/17/2017 16:00,26.156,-93.672,11.69,266.8,24.88481063,-2132.0,-265.33
7/18/2017 0:00,26.076,-93.634,11.645,268.6,37.51727069,-3133.0,-267.12
7/18/2017 8:00,25.992,-93.614,11.667,266.7,25.73293609,-3165.0,-265.23
7/18/2017 16:00,25.936,-93.584,11.627,263.9,32.23577206,-3207.0,-262.45
7/19/2017 0:00,25.851,-93.523,11.739,267.3,36.77033859,-3242.0,-265.83
7/19/2017 8:00,25.77,-93.502,11.583,264.7,31.54505508,-3304.0,-263.25
7/19/2017 16:00,25.698,-93.439,11.647,266.0,36.1849278,-3344.0,-264.54
7/20/2017 0:00,25.625,-93.38,11.683,263.3,35.17067102,-3388.0,-261.85
7/20/2017 8:00,25.555,-93.306,11.779,264.4,39.32338363,-3417.0,-262.95
7/20/2017 16:00,25.489,-93.227,11.688,265.0,31.97673217,-3467.0,-263.54
7/21/2017 0:00,25.457,-93.151,11.714,265.8,32.62951425,-3476.0,-264.34
7/21/2017 8:00,25.43,-93.058,11.732,264.7,28.97800028,-3473.0,-263.25
7/21/2017 16:00,25.414,-92.993,11.603,261.3,24.66252623,-3472.0,-259.86
7/22/2017 0:00,25.422,-92.909,11.721,264.4,30.8221495,-3457.0,-262.95
7/22/2017 8:00,25.446,-92.829,11.695,265.3,28.71086902,-3427.0,-263.84
7/22/2017 16:00,25.468,-92.756,11.641,262.8,22.81888911,-3405.0,-261.36
7/23/2017 0:00,25.511,-92.711,11.672,263.1,28.27359546,-3369.0,-261.65
7/23/2017 8:00,25.585,-92.662,11.597,261.6,35.12292699,-3316.0,-260.16
7/23/2017 16:00,25.661,-92.618,11.629,262.8,30.03579864,-3261.0,-261.36
7/24/2017 0:00,25.745,-92.608,11.526,260.7,40.38083704,-3194.0,-259.27
7/24/2017 8:00,25.862,-92.617,11.516,256.2,43.38499395,-2622.0,-254.79
7/24/2017 16:00,25.961,-92.648,11.535,258.8,41.0337544,-2233.0,-257.38
7/25/2017 0:00,26.071,-92.699,11.519,257.4,51.26969963,-2096.0,-255.99
7/25/2017 8:00,26.178,-92.789,11.513,257.5,46.33693128,-2043.0,-256.09
7/25/2017 16:00,26.256,-92.863,11.488,260.0,38.92692256,-1999.0,-258.57
7/26/2017 0:00,26.312,-92.981,11.492,255.6,52.16054064,-1893.0,-254.2
7/26/2017 8:00,26.374,-93.111,11.481,254.0,44.25769312,-1861.0,-252.6
7/26/2017 16:00,26.392,-93.213,11.407,255.8,31.13559057,-1901.0,-254.39
7/27/2017 0:00,26.393,-93.318,11.456,253.0,49.69846778,-1755.0,-251.61
7/27/2017 8:00,26.401,-93.47,11.441,253.8,37.34038698,-1802.0,-252.41
7/27/2017 16:00,26.379,-93.532,11.351,250.0,28.62408077,-1898.0,-248.63
7/28/2017 0:00,26.321,-93.626,11.371,249.6,40.60660661,-1984.0,-248.23
7/28/2017 8:00,26.277,-93.709,11.451,252.7,28.46482215,-1849.0,-251.31
7/28/2017 16:00,26.212,-93.739,11.476,253.3,23.5560714,-1897.0,-251.91
7/29/2017 0:00,26.147,-93.752,11.35,251.7,38.68982424,-2538.0,-250.32
7/29/2017 8:00,26.027,-93.769,11.497,253.9,40.40401094,-3155.0,-252.5
7/29/2017 16:00,25.947,-93.718,11.564,260.7,38.70396621,-3200.0,-259.27
7/30/2017 0:00,25.844,-93.672,11.46,253.8,41.76691514,-3267.0,-252.41
7/30/2017 8:00,25.767,-93.615,11.615,263.0,32.81064614,-3314.0,-261.55
7/30/2017 16:00,25.721,-93.529,11.552,257.3,37.51176482,-3338.0,-255.89
7/31/2017 0:00,25.657,-93.448,11.526,258.1,33.09433788,-3373.0,-256.68
7/31/2017 8:00,25.612,-93.385,11.669,260.1,27.70952905,-3393.0,-258.67
7/31/2017 16:00,25.586,-93.306,11.526,255.3,26.80680697,-3397.0,-253.9
8/1/2017 0:00,25.565,-93.245,11.618,259.7,20.41041401,-3425.0,-258.27
8/1/2017 8:00,25.549,-93.191,11.585,257.1,19.80232815,-3436.0,-255.69
8/1/2017 16:00,25.548,-93.135,11.639,259.8,18.99453079,-3434.0,-258.37
8/2/2017 0:00,25.552,-93.082,11.648,259.2,18.58102527,-3427.0,-257.78
8/2/2017 8:00,25.548,-93.033,11.665,259.3,12.93055683,-3423.0,-257.88
8/2/2017 16:00,25.561,-93.001,11.589,259.0,17.6661088,-3411.0,-257.58
8/3/2017 0:00,25.586,-92.946,11.581,259.5,20.81037482,-3388.0,-258.07
8/3/2017 8:00,25.582,-92.897,11.621,258.3,14.03670189,-3377.0,-256.88
8/3/2017 16:00,25.63,-92.87,11.576,257.0,21.92515678,-3337.0,-255.59
8/4/2017 0:00,25.658,-92.826,11.538,256.2,15.58184841,-3310.0,-254.79
8/4/2017 8:00,25.686,-92.796,11.566,256.4,19.58867019,-3285.0,-254.99
8/4/2017 16:00,25.736,-92.76,11.582,255.4,20.80727036,-3240.0,-254.0
8/5/2017 0:00,25.772,-92.729,11.596,253.4,18.90822572,-3203.0,-252.01
8/5/2017 8:00,25.829,-92.698,11.631,252.8,29.50954083,-3148.0,-251.41
8/5/2017 16:00,25.902,-92.675,11.511,251.5,24.3918716,-2530.0,-250.12
8/6/2017 0:00,25.951,-92.661,11.63,253.5,19.22118103,-2281.0,-252.11
8/6/2017 8:00,26.009,-92.648,11.534,248.5,26.33706514,-2150.0,-247.13
8/6/2017 16:00,26.078,-92.637,11.702,256.2,24.43805434,-2118.0,-254.79
8/7/2017 0:00,26.133,-92.63,11.735,254.1,21.63858822,-2160.0,-252.7
8/7/2017 8:00,26.193,-92.653,11.699,254.8,24.64429346,-2081.0,-253.4
8/7/2017 16:00,26.253,-92.653,11.786,260.7,20.86921177,-1887.0,-259.27
8/8/2017 0:00,26.302,-92.668,11.704,255.0,20.73898985,-1882.0,-253.6
8/8/2017 8:00,26.35,-92.695,11.788,258.7,18.27183625,-1934.0,-257.28
8/8/2017 16:00,26.39,-92.715,11.701,255.6,20.16242049,-1881.0,-254.2
8/9/2017 0:00,26.448,-92.739,11.809,260.8,25.49318536,-1885.0,-259.37
8/9/2017 8:00,26.48,-92.802,11.759,259.7,17.43606607,-1789.0,-258.27
8/9/2017 16:00,26.509,-92.821,11.746,257.5,16.22822541,-1931.0,-256.09
8/10/2017 0:00,26.538,-92.884,11.723,256.3,27.57123864,-1678.0,-254.89
8/10/2017 8:00,26.566,-92.944,11.718,256.7,18.07940264,-1662.0,-255.29
8/10/2017 16:00,26.58,-92.984,11.753,255.2,14.82870527,-1576.0,-253.8
8/11/2017 0:00,26.589,-93.038,11.703,256.0,24.11986733,-1712.0,-254.59
8/11/2017 8:00,26.608,-93.112,11.671,257.7,25.63822147,-1685.0,-256.28
8/11/2017 16:00,26.61,-93.178,11.557,252.8,20.68788293,-1635.0,-251.41
8/12/2017 0:00,26.601,-93.245,11.65,252.5,31.04514455,-1534.0,-251.11
8/12/2017 8:00,26.572,-93.343,11.634,251.8,32.28950604,-1624.0,-250.42
8/12/2017 16:00,26.56,-93.417,11.497,250.6,25.28843412,-1652.0,-249.22
