Date (yyyy-MMM-dd hh:mm),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m)
1/6/2014 0:00,23.498,-91.352,4.275,1804.1,25.82152784,-3740
1/6/2014 8:00,23.54,-91.308,4.277,1805.3,20.96015267,-3736
1/6/2014 16:00,23.588,-91.274,4.28,1806.2,23.48363899,-3731
1/7/2014 0:00,23.621,-91.225,4.271,1805,15.3595052,-3727
1/7/2014 8:00,23.636,-91.196,4.282,1803.8,15.19183991,-3732
1/7/2014 16:00,23.669,-91.154,4.282,1805.2,18.1520963,-3720
1/8/2014 0:00,23.69,-91.129,4.279,1805.3,10.30518316,-3720
1/8/2014 8:00,23.685,-91.091,4.282,1805.3,13.14540985,-3719
1/8/2014 16:00,23.707,-91.059,4.277,1804.4,14.42648259,-3723
1/9/2014 0:00,23.72,-91.023,4.283,1806.5,13.281585,-3723
1/9/2014 8:00,23.726,-90.99,4.284,1806.7,10.18171891,-3727
1/9/2014 16:00,23.734,-90.965,4.279,1806.6,9.724865038,-3726
1/10/2014 0:00,23.745,-90.935,4.279,1805.5,13.66490761,-3724
1/10/2014 8:00,23.752,-90.899,4.285,1806,10.66045027,-3730
1/10/2014 16:00,23.743,-90.876,4.274,1804.7,7.142618567,-3733
1/11/2014 0:00,23.749,-90.853,4.283,1805.4,9.773315712,-3706
1/11/2014 8:00,23.747,-90.824,4.28,1804.9,11.36144357,-3721
1/11/2014 16:00,23.734,-90.796,4.279,1805.5,9.706183596,-3720
1/12/2014 0:00,23.729,-90.773,4.279,1804,8.273197689,-3718
1/12/2014 8:00,23.726,-90.747,4.284,1803.7,11.36540804,-3710
1/12/2014 16:00,23.703,-90.722,4.279,1805.9,9.588513962,-3699
1/13/2014 0:00,23.695,-90.707,4.277,1804.2,5.500445437,-3712
1/13/2014 8:00,23.679,-90.694,4.286,1807.1,9.29944622,-3717
1/13/2014 16:00,23.662,-90.676,4.28,1805.3,8.060229525,-3716
1/14/2014 0:00,23.642,-90.668,4.279,1806.5,9.056323757,-3716
1/14/2014 8:00,23.619,-90.655,4.282,1807,10.66068009,-3726
1/14/2014 16:00,23.594,-90.659,4.278,1804.6,5.510716832,-3728
1/15/2014 0:00,23.588,-90.656,4.278,1805.1,4.579192068,-3727
1/15/2014 8:00,23.567,-90.652,4.279,1805,11.74303623,-3717
1/15/2014 16:00,23.541,-90.666,4.277,1805.6,7.336654551,-3709
1/16/2014 0:00,23.54,-90.678,4.281,1805.3,2.485155931,-3720
1/16/2014 8:00,23.525,-90.681,4.273,1804.5,8.954831098,-3714
1/16/2014 16:00,23.503,-90.69,4.278,1806.1,7.77380859,-3707
1/17/2014 0:00,23.499,-90.706,4.271,1805.3,3.794482837,-3716
1/17/2014 8:00,23.499,-90.709,4.281,1805.7,4.578569646,-3718
1/17/2014 16:00,23.482,-90.716,4.277,1806.2,5.835451996,-3718
1/18/2014 0:00,23.485,-90.732,4.271,1804.1,3.597693706,-3724
1/18/2014 8:00,23.478,-90.736,4.276,1806.6,5.560035971,-3727
1/18/2014 16:00,23.464,-90.75,4.279,1805.4,8.849954802,-3726
1/19/2014 0:00,23.454,-90.77,4.273,1805.4,5.042320894,-3724
1/19/2014 8:00,23.452,-90.774,4.274,1805.8,2.912473176,-3724
1/19/2014 16:00,23.435,-90.778,4.279,1806.1,11.46352913,-3724
1/20/2014 0:00,23.414,-90.806,4.277,1805.4,9.822066992,-3719
1/20/2014 8:00,23.412,-90.816,4.277,1806.7,1.984363878,-3718
1/20/2014 16:00,23.395,-90.811,4.282,1805.6,12.87158887,-3720
1/21/2014 0:00,23.359,-90.835,4.277,1806.1,14.12202889,-3722
1/21/2014 8:00,23.349,-90.855,4.281,1806.7,4.637779641,-3722
1/21/2014 16:00,23.338,-90.863,4.282,1805.3,11.10585881,-3727
1/22/2014 0:00,23.298,-90.876,4.274,1807.8,18.24518567,-3732
1/22/2014 8:00,23.273,-90.917,4.281,1807.8,13.62636048,-3736
1/22/2014 16:00,23.262,-90.936,4.285,1807.1,6.937852694,-3738
1/23/2014 0:00,23.236,-90.95,4.276,1805.1,17.16975247,-3745
1/23/2014 8:00,23.205,-90.998,4.283,1806.1,20.0714972,-3751
1/23/2014 16:00,23.198,-91.042,4.288,1807.9,12.28564203,-3752
1/24/2014 0:00,23.184,-91.076,4.288,1807.6,17.72024831,-3759
1/24/2014 8:00,23.16,-91.13,4.282,1805.4,20.34352231,-3764
1/24/2014 16:00,23.151,-91.174,4.297,1808.4,11.97399265,-3773
1/25/2014 0:00,23.14,-91.204,4.297,1808.5,14.10931962,-3770
1/25/2014 8:00,23.124,-91.247,4.291,1807.1,16.20353048,-3775
1/25/2014 16:00,23.117,-91.284,4.3,1808.4,11.42809258,-3806
1/26/2014 0:00,23.121,-91.315,4.304,1809.8,11.07910195,-3764
1/26/2014 8:00,23.118,-91.346,4.299,1808,11.32412027,-3762
1/26/2014 16:00,23.11,-91.374,4.297,1807.5,9.407592678,-3765
1/27/2014 0:00,23.121,-91.398,4.3,1808.8,7.912275273,-3759
1/27/2014 8:00,23.127,-91.415,4.295,1807.2,9.241828823,-3755
1/27/2014 16:00,23.127,-91.445,4.298,1807.7,9.364619587,-3755
1/28/2014 0:00,23.152,-91.453,4.292,1808.2,6.477839146,-3751
1/28/2014 8:00,23.151,-91.466,4.302,1808.8,7.023852219,-3750
1/28/2014 16:00,23.154,-91.489,4.295,1807.9,10.11482575,-3749
1/29/2014 0:00,23.17,-91.513,4.291,1807.3,9.419368344,-3747
1/29/2014 8:00,23.191,-91.521,4.289,1806.7,8.323124413,-3744
1/29/2014 16:00,23.208,-91.532,4.295,1808.6,7.462070758,-3750
1/30/2014 0:00,23.225,-91.546,4.282,1803.6,10.0331949,-3754
1/30/2014 8:00,23.259,-91.554,4.292,1809.3,15.92990898,-3748
1/30/2014 16:00,23.298,-91.562,4.293,1807.5,13.2321578,-3746
1/31/2014 0:00,23.329,-91.566,4.282,1806.7,14.20387623,-3746
1/31/2014 8:00,23.372,-91.579,4.285,1807.4,17.53433774,-3746
1/31/2014 16:00,23.416,-91.567,4.291,1808.4,16.80062201,-3745
2/1/2014 0:00,23.458,-91.562,4.281,1806.9,17.76876473,-3750
2/1/2014 8:00,23.505,-91.55,4.288,1806.9,17.63641687,-3753
2/1/2014 16:00,23.544,-91.533,4.284,1805.7,15.57688351,-3736
2/2/2014 0:00,23.578,-91.509,4.282,1806.3,15.43351224,-3744
2/2/2014 8:00,23.606,-91.48,4.29,1805.2,14.31386042,-3733
2/2/2014 16:00,23.631,-91.45,4.285,1805.5,14.63722651,-3728
2/3/2014 0:00,23.652,-91.418,4.282,1806.2,12.9426002,-3728
2/3/2014 8:00,23.664,-91.388,4.285,1806,9.854567469,-3726
2/3/2014 16:00,23.672,-91.365,4.281,1804.5,8.036224238,-3728
2/4/2014 0:00,23.672,-91.344,4.285,1807,7.114000281,-3732
2/4/2014 8:00,23.669,-91.325,4.291,1807.3,6.721703653,-3725
2/4/2014 16:00,23.667,-91.305,4.279,1804.5,7.636033002,-3722
2/5/2014 0:00,23.667,-91.285,4.284,1805.6,6.79779376,-3725
2/5/2014 8:00,23.653,-91.272,4.291,1806.5,5.486164416,-3729
2/5/2014 16:00,23.647,-91.264,4.285,1806.1,3.824722212,-3729
2/6/2014 0:00,23.638,-91.255,4.277,1805.2,4.878780585,-3727
2/6/2014 8:00,23.627,-91.25,4.29,1804.5,4.645696934,-3726
2/6/2014 16:00,23.615,-91.245,4.282,1807.7,5.90410027,-3729
2/7/2014 0:00,23.598,-91.251,4.284,1807,6.027702713,-3729
2/7/2014 8:00,23.584,-91.252,4.28,1805.3,6.751451696,-3731
2/7/2014 16:00,23.561,-91.255,4.285,1805.3,9.963578674,-3732
2/8/2014 0:00,23.54,-91.266,4.282,1806.2,8.298246803,-3735
2/8/2014 8:00,23.526,-91.281,4.282,1806.8,7.390243568,-3737
2/8/2014 16:00,23.506,-91.295,4.281,1805.8,11.94068675,-3737
2/9/2014 0:00,23.477,-91.313,4.279,1805.3,10.91104486,-3746
2/9/2014 8:00,23.463,-91.338,4.283,1805.7,12.4195008,-3746
2/9/2014 16:00,23.434,-91.365,4.28,1805.3,13.85975469,-3739
2/10/2014 0:00,23.416,-91.392,4.281,1805.7,11.11022952,-3742
2/10/2014 8:00,23.393,-91.42,4.279,1806.6,16.54803916,-3748
2/10/2014 16:00,23.371,-91.465,4.284,1805.8,16.77584275,-3749
2/11/2014 0:00,23.359,-91.505,4.279,1803.2,15.28144299,-3749
2/11/2014 8:00,23.346,-91.55,4.278,1805.7,17.37106214,-3744
2/11/2014 16:00,23.338,-91.595,4.28,1807.5,14.41730211,-3742
2/12/2014 0:00,23.333,-91.637,4.284,1806.1,18.69327687,-3750
2/12/2014 8:00,23.329,-91.697,4.279,1802.4,19.80206302,-3750
2/12/2014 16:00,23.338,-91.741,4.279,1804.9,13.38030269,-3756
2/13/2014 0:00,23.345,-91.779,4.286,1804.5,16.84155872,-3753
2/13/2014 8:00,23.357,-91.834,4.288,1808.1,20.08048057,-3744
2/13/2014 16:00,23.378,-91.877,4.277,1807.3,15.35852206,-3759
2/14/2014 0:00,23.405,-91.902,4.284,1806.3,11.83138622,-3752
2/14/2014 8:00,23.416,-91.94,4.285,1803.8,17.69814115,-3749
2/14/2014 16:00,23.446,-91.986,4.283,1803.7,21.02954113,-3748
2/15/2014 0:00,23.488,-92.013,4.289,1806.7,14.64831048,-3750
2/15/2014 8:00,23.513,-92.03,4.289,1805.9,11.949682,-3748
2/15/2014 16:00,23.545,-92.056,4.281,1805.3,17.83377975,-3764
2/16/2014 0:00,23.592,-92.074,4.29,1808.4,20.36479806,-3746
2/16/2014 8:00,23.64,-92.076,4.285,1805.7,14.31089445,-3755
2/16/2014 16:00,23.669,-92.079,4.283,1805.9,12.29806895,-3744
2/17/2014 0:00,23.709,-92.079,4.283,1805.7,17.05849935,-3747
2/17/2014 8:00,23.75,-92.066,4.284,1806.4,14.34946689,-3766
2/17/2014 16:00,23.78,-92.049,4.291,1807.6,13.78631568,-3761
2/18/2014 0:00,23.817,-92.035,4.285,1806.7,15.32020888,-3755
2/18/2014 8:00,23.844,-92.006,4.28,1804.9,14.25599172,-3756
2/18/2014 16:00,23.862,-91.973,4.288,1804,12.2815512,-3761
2/19/2014 0:00,23.879,-91.942,4.28,1805.1,15.18221657,-3755
2/19/2014 8:00,23.897,-91.897,4.282,1804.1,17.17023005,-3750
2/19/2014 16:00,23.902,-91.855,4.286,1804.2,13.78444413,-3752
2/20/2014 0:00,23.896,-91.819,4.283,1805.4,12.53601611,-3741
2/20/2014 8:00,23.883,-91.783,4.285,1804.3,16.07919463,-3744
2/20/2014 16:00,23.871,-91.738,4.292,1805.7,13.36400015,-3735
2/21/2014 0:00,23.849,-91.716,4.288,1804.3,12.36656783,-3735
2/21/2014 8:00,23.829,-91.684,4.286,1803.2,12.62618311,-3740
2/21/2014 16:00,23.807,-91.665,4.288,1805.7,11.25790833,-3740
2/22/2014 0:00,23.778,-91.655,4.278,1807.3,11.02894827,-3744
2/22/2014 8:00,23.754,-91.638,4.285,1805.7,12.06188211,-3739
2/22/2014 16:00,23.72,-91.631,4.288,1804.3,12.21936169,-3741
2/23/2014 0:00,23.694,-91.634,4.282,1805.8,10.00658283,-3748
2/23/2014 8:00,23.671,-91.649,4.286,1804.8,9.064943464,-3752
2/23/2014 16:00,23.646,-91.649,4.283,1804.3,12.45250979,-3750
2/24/2014 0:00,23.608,-91.657,4.283,1804.5,15.58997434,-3752
2/24/2014 8:00,23.581,-91.685,4.288,1805.4,12.8209984,-3745
2/24/2014 16:00,23.564,-91.709,4.285,1806.1,9.281944839,-3747
2/25/2014 0:00,23.541,-91.731,4.284,1803.2,17.99656912,-3744
2/25/2014 8:00,23.496,-91.773,4.293,1805.1,24.63185336,-3748
2/25/2014 16:00,23.475,-91.834,4.28,1804.7,19.25586924,-3747
2/26/2014 0:00,23.46,-91.871,4.288,1806.6,11.48863787,-3755
2/26/2014 8:00,23.436,-91.897,4.285,1802.5,16.67588678,-3753
2/26/2014 16:00,23.412,-91.947,4.283,1805.5,22.17866092,-3749
2/27/2014 0:00,23.408,-92.009,4.286,1805.9,20.41181031,-3757
2/27/2014 8:00,23.395,-92.06,4.282,1805.3,17.80788589,-3754
2/27/2014 16:00,23.393,-92.113,4.283,1803.8,19.85418092,-3757
2/28/2014 0:00,23.381,-92.169,4.28,1805.5,19.88698067,-3764
2/28/2014 8:00,23.387,-92.223,4.293,1806,17.90119828,-3759
2/28/2014 16:00,23.393,-92.269,4.285,1801,16.21560976,-3759
3/1/2014 0:00,23.402,-92.315,4.277,1802.4,16.83080806,-3761
3/1/2014 8:00,23.415,-92.361,4.285,1805.7,17.2719223,-3763
3/1/2014 16:00,23.428,-92.404,4.279,1803.3,13.81495566,-3756
3/2/2014 0:00,23.452,-92.429,4.283,1806,12.45273062,-3498
3/2/2014 8:00,23.463,-92.468,4.278,1805.1,15.60469801,-3574
3/2/2014 16:00,23.491,-92.497,4.291,1807.8,12.82969212,-3761
3/3/2014 0:00,23.518,-92.502,4.283,1804.9,9.078612229,-3781
3/3/2014 8:00,23.54,-92.519,4.279,1804.7,11.82944208,-3768
3/3/2014 16:00,23.572,-92.524,4.294,1805.7,10.95812484,-3761
3/4/2014 0:00,23.598,-92.525,4.279,1802.6,12.84908168,-3760
3/4/2014 8:00,23.633,-92.517,4.285,1809.7,9.925124684,-3752
3/4/2014 16:00,23.644,-92.502,4.286,1803.6,7.502806142,-3750
3/5/2014 0:00,23.666,-92.487,4.282,1805,10.01647643,-3744
3/5/2014 8:00,23.68,-92.463,4.284,1805.7,11.8406841,-3737
3/5/2014 16:00,23.694,-92.43,4.288,1802.8,12.53210677,-3740
3/6/2014 0:00,23.693,-92.397,4.279,1805.4,11.11859703,-3750
3/6/2014 8:00,23.691,-92.365,4.294,1806.8,12.63427877,-3745
3/6/2014 16:00,23.68,-92.327,4.282,1803.4,13.81177034,-3742
3/7/2014 0:00,23.663,-92.296,4.279,1804.8,12.40251991,-3752
3/7/2014 8:00,23.638,-92.272,4.279,1806.9,14.73400489,-3749
3/7/2014 16:00,23.602,-92.252,4.291,1807,14.20873323,-3744
3/8/2014 0:00,23.575,-92.233,4.279,1802.8,12.44718844,-3760
3/8/2014 8:00,23.537,-92.227,4.282,1805.2,16.73358898,-3768
3/8/2014 16:00,23.494,-92.22,4.285,1804.2,15.15219456,-3758
3/9/2014 0:00,23.457,-92.224,4.284,1805.1,15.02785747,-3756
3/9/2014 8:00,23.415,-92.235,4.288,1803.8,17.60957126,-3759
3/9/2014 16:00,23.373,-92.249,4.276,1803.5,16.09101923,-3761
3/10/2014 0:00,23.339,-92.275,4.284,1806.2,16.8629772,-3765
3/10/2014 8:00,23.299,-92.302,4.292,1805,18.73215417,-3756
3/10/2014 16:00,23.265,-92.34,4.279,1805.4,18.91423274,-3763
3/11/2014 0:00,23.239,-92.38,4.282,1803.5,14.74709802,-3762
3/11/2014 8:00,23.221,-92.414,4.284,1804.3,16.43233702,-3760
3/11/2014 16:00,23.189,-92.456,4.289,1808.3,19.91115516,-3765
3/12/2014 0:00,23.177,-92.509,4.279,1803.3,17.3467605,-3769
3/12/2014 8:00,23.163,-92.548,4.279,1804.4,14.41073211,-3778
3/12/2014 16:00,23.147,-92.587,4.285,1805.1,16.42826832,-3795
3/13/2014 0:00,23.147,-92.637,4.28,1804.3,17.1161824,-3767
3/13/2014 8:00,23.14,-92.68,4.28,1805,15.19769061,-3763
3/13/2014 16:00,23.134,-92.722,4.279,1803.7,14.36841675,-3762
3/14/2014 0:00,23.141,-92.761,4.281,1804.9,14.24134825,-3774
3/14/2014 8:00,23.141,-92.802,4.277,1803.9,13.8163852,-3720
3/14/2014 16:00,23.147,-92.837,4.281,1804.5,12.33616634,-3695
3/15/2014 0:00,23.157,-92.869,4.28,1804.3,11.04355015,-3743
3/15/2014 8:00,23.164,-92.895,4.28,1803.7,8.271184921,-3760
3/15/2014 16:00,23.17,-92.917,4.283,1804.7,9.237705343,-3764
3/16/2014 0:00,23.176,-92.947,4.279,1804.6,11.91832622,-3762
3/16/2014 8:00,23.195,-92.972,4.283,1804.9,9.562761108,-3762
3/16/2014 16:00,23.209,-92.988,4.276,1804.5,8.01973815,-3759
3/17/2014 0:00,23.227,-93.003,4.282,1805.2,7.771975296,-3756
3/17/2014 8:00,23.238,-93.015,4.282,1803.4,5.922837158,-3755
3/17/2014 16:00,23.255,-93.026,4.278,1806.5,9.241926206,-3752
3/18/2014 0:00,23.276,-93.035,4.277,1804.6,6.280286618,-3753
3/18/2014 8:00,23.285,-93.037,4.282,1804.5,3.448898375,-3754
3/18/2014 16:00,23.297,-93.047,4.282,1805.7,7.477392594,-3759
3/19/2014 0:00,23.321,-93.046,4.285,1803.2,10.04448107,-3761
3/19/2014 8:00,23.341,-93.049,4.279,1806.2,4.206292905,-3764
3/19/2014 16:00,23.346,-93.044,4.281,1806.4,3.02724297,-3764
3/20/2014 0:00,23.357,-93.039,4.285,1805.4,5.728001397,-3762
3/20/2014 8:00,23.373,-93.034,4.28,1805.4,7.297513275,-3761
3/20/2014 16:00,23.39,-93.028,4.279,1804.1,6.039114173,-3763
3/21/2014 0:00,23.396,-93.01,4.287,1806.6,6.605346319,-3757
3/21/2014 8:00,23.411,-93.003,4.284,1805.7,3.429475179,-3760
3/21/2014 16:00,23.41,-92.99,4.281,1804,7.530610865,-3753
3/22/2014 0:00,23.425,-92.965,4.282,1804.3,11.06266243,-3755
3/22/2014 8:00,23.424,-92.936,4.284,1804.3,10.24414467,-3762
3/22/2014 16:00,23.412,-92.914,4.283,1804.2,6.86583571,-3760
3/23/2014 0:00,23.412,-92.895,4.28,1803.9,8.679089814,-3763
3/23/2014 8:00,23.408,-92.865,4.285,1805.2,12.06715377,-3758
3/23/2014 16:00,23.389,-92.837,4.284,1804.8,11.88651757,-3764
3/24/2014 0:00,23.37,-92.818,4.277,1804.8,8.287291476,-3766
3/24/2014 8:00,23.357,-92.799,4.287,1805.4,10.33307795,-3772
3/24/2014 16:00,23.338,-92.77,4.284,1804.3,13.5242375,-3770
3/25/2014 0:00,23.308,-92.753,4.279,1806,12.31527507,-3734
3/25/2014 8:00,23.28,-92.746,4.285,1804.4,10.27715914,-3730
3/25/2014 16:00,23.253,-92.736,4.289,1803.6,12.85015953,-3764
3/26/2014 0:00,23.223,-92.718,4.284,1804.3,11.62638809,-3761
3/26/2014 8:00,23.193,-92.724,4.278,1801.2,13.72510838,-3681
3/26/2014 16:00,23.158,-92.73,4.292,1804.8,9.923129547,-3715
3/27/2014 0:00,23.138,-92.734,4.29,1805.4,11.13088047,-3765
3/27/2014 8:00,23.096,-92.736,4.276,1803.1,18.4085252,-3760
3/27/2014 16:00,23.059,-92.755,4.285,1805.3,10.06662307,-3764
3/28/2014 0:00,23.047,-92.766,4.292,1805,7.551589237,-3762
3/28/2014 8:00,23.018,-92.783,4.279,1805.3,15.71559735,-3756
3/28/2014 16:00,22.985,-92.805,4.285,1804.8,12.70305869,-3763
3/29/2014 0:00,22.959,-92.822,4.277,1804.1,13.8340052,-3763
3/29/2014 8:00,22.929,-92.85,4.286,1805.7,12.06721592,-3765
3/29/2014 16:00,22.913,-92.866,4.285,1805.1,8.212989711,-3769
3/30/2014 0:00,22.893,-92.888,4.277,1804.4,14.23012649,-3767
3/30/2014 8:00,22.876,-92.924,4.28,1805.5,10.97477562,-3748
3/30/2014 16:00,22.873,-92.946,4.284,1804.4,8.28254188,-3754
3/31/2014 0:00,22.865,-92.975,4.277,1805.3,12.07446893,-3752
3/31/2014 8:00,22.859,-93.008,4.287,1805.3,11.56055362,-3754
3/31/2014 16:00,22.858,-93.041,4.282,1803.7,13.10057251,-3760
4/1/2014 0:00,22.868,-93.079,4.277,1805.7,13.48079004,-3752
4/1/2014 8:00,22.87,-93.114,4.279,1804.7,12.17230463,-3752
4/1/2014 16:00,22.883,-93.148,4.284,1805.1,13.64809511,-3658
4/2/2014 0:00,22.897,-93.184,4.28,1804.5,15.50835904,-3739
4/2/2014 8:00,22.907,-93.233,4.279,1806.8,19.67933434,-3746
4/2/2014 16:00,22.936,-93.278,4.284,1804.9,16.44906076,-3758
4/3/2014 0:00,22.961,-93.304,4.285,1804.2,14.28219171,-3751
4/3/2014 8:00,22.983,-93.348,4.283,1805.1,19.69056627,-3756
4/3/2014 16:00,23.017,-93.389,4.284,1805.8,19.46040596,-3751
4/4/2014 0:00,23.059,-93.416,4.29,1809.2,16.89062462,-3754
4/4/2014 8:00,23.089,-93.441,4.288,1804.9,13.51815446,-3758
4/4/2014 16:00,23.124,-93.457,4.284,1805.9,16.42936396,-3753
4/5/2014 0:00,23.168,-93.475,4.285,1806.4,19.06475806,-3746
4/5/2014 8:00,23.21,-93.474,4.284,1805.9,9.772681311,-3748
4/5/2014 16:00,23.225,-93.47,4.285,1805.6,9.260939477,-3751
4/6/2014 0:00,23.264,-93.468,4.285,1805.6,15.99276399,-3751
4/6/2014 8:00,23.295,-93.453,4.284,1805.4,10.99971363,-3759
4/6/2014 16:00,23.312,-93.429,4.284,1806.8,11.61983218,-3755
4/7/2014 0:00,23.335,-93.407,4.287,1806.2,9.987096675,-3759
4/7/2014 8:00,23.348,-93.382,4.283,1804.5,14.00114638,-3756
4/7/2014 16:00,23.374,-93.344,4.282,1805.6,16.38851427,-3753
4/8/2014 0:00,23.368,-93.3,4.285,1807.2,13.24974339,-3758
4/8/2014 8:00,23.367,-93.271,4.281,1804.5,10.28148822,-3755
4/8/2014 16:00,23.371,-93.237,4.284,1806.4,13.32693888,-3754
4/9/2014 0:00,23.367,-93.199,4.283,1805.6,13.965418,-3753
4/9/2014 8:00,23.352,-93.166,4.281,1806.8,11.02449999,-3755
4/9/2014 16:00,23.335,-93.149,4.279,1805.8,7.838418208,-3753
4/10/2014 0:00,23.326,-93.128,4.282,1807.7,8.853050322,-3756
4/10/2014 8:00,23.312,-93.105,4.28,1806.4,12.03565536,-3757
4/10/2014 16:00,23.283,-93.092,4.279,1806.4,7.675838716,-3755
4/11/2014 0:00,23.273,-93.087,4.282,1805.4,6.829597353,-3759
4/11/2014 8:00,23.248,-93.074,4.281,1806.3,10.39471019,-3761
4/11/2014 16:00,23.229,-93.066,4.284,1805.9,7.890025349,-3749
4/12/2014 0:00,23.204,-93.072,4.281,1806.6,10.93215898,-3753
4/12/2014 8:00,23.183,-93.079,4.283,1807.4,3.423171045,-3754
4/12/2014 16:00,23.175,-93.08,4.283,1807.3,9.585123891,-3756
4/13/2014 0:00,23.138,-93.093,4.283,1806.5,12.84599938,-3757
4/13/2014 8:00,23.121,-93.109,4.282,1807,9.06690686,-3752
4/13/2014 16:00,23.099,-93.129,4.28,1807.7,10.54241908,-3758
4/14/2014 0:00,23.089,-93.153,4.279,1806.6,8.612038086,-3763
4/14/2014 8:00,23.069,-93.17,4.285,1805.1,11.62065833,-3765
4/14/2014 16:00,23.056,-93.204,4.282,1807,12.47798061,-3763
4/15/2014 0:00,23.054,-93.234,4.283,1805.4,10.23271714,-3755
4/15/2014 8:00,23.048,-93.264,4.283,1807.3,11.00838317,-3753
4/15/2014 16:00,23.051,-93.296,4.287,1806.8,12.11151518,-3750
4/16/2014 0:00,23.056,-93.329,4.278,1803.2,11.03279203,-3752
4/16/2014 8:00,23.063,-93.358,4.286,1803.5,11.2895084,-3759
4/16/2014 16:00,23.076,-93.39,4.292,1804.4,13.08260677,-3757
4/17/2014 0:00,23.097,-93.417,4.285,1804.4,11.04876916,-3757
4/17/2014 8:00,23.113,-93.438,4.281,1804.3,9.270706553,-3758
4/17/2014 16:00,23.131,-93.457,4.285,1805.5,10.03718088,-3754
4/18/2014 0:00,23.155,-93.47,4.289,1805.3,11.24185483,-3750
4/18/2014 8:00,23.176,-93.488,4.285,1804,6.757070371,-3746
4/18/2014 16:00,23.192,-93.492,4.29,1804.5,10.21765139,-3744
4/19/2014 0:00,23.224,-93.5,4.286,1803.8,10.68034644,-3748
4/19/2014 8:00,23.243,-93.493,4.288,1806,7.621213814,-3750
4/19/2014 16:00,23.269,-93.488,4.287,1804.8,13.19383568,-3753
4/20/2014 0:00,23.303,-93.476,4.285,1804.3,11.35304364,-3757
4/20/2014 8:00,23.322,-93.459,4.284,1804.7,10.96777097,-3761
4/20/2014 16:00,23.35,-93.437,4.287,1805,13.07487667,-3758
4/21/2014 0:00,23.374,-93.415,4.284,1805.3,12.5343129,-3756
4/21/2014 8:00,23.405,-93.396,4.281,1803.5,14.41433314,-3760
4/21/2014 16:00,23.434,-93.362,4.284,1806.3,19.78938352,-3757
4/22/2014 0:00,23.464,-93.318,4.279,1803.8,14.4945576,-3756
4/22/2014 8:00,23.484,-93.294,4.282,1805.6,14.33594782,-3754
4/22/2014 16:00,23.515,-93.252,4.279,1803,19.71134191,-3754
4/23/2014 0:00,23.539,-93.211,4.277,1802.8,16.87543185,-3748
4/23/2014 8:00,23.554,-93.166,4.279,1803.5,14.92390364,-3749
4/23/2014 16:00,23.569,-93.131,4.274,1801.1,15.75112694,-3760
4/24/2014 0:00,23.6,-93.092,4.275,1802.6,18.18763591,-3761
4/24/2014 8:00,23.607,-93.043,4.276,1802.4,16.99077691,-3765
4/24/2014 16:00,23.607,-93.002,4.274,1802.8,11.70193146,-3760
4/25/2014 0:00,23.616,-92.972,4.276,1803,12.88180888,-3753
4/25/2014 8:00,23.618,-92.931,4.276,1801,14.00406013,-3764
4/25/2014 16:00,23.613,-92.899,4.273,1803.2,8.788202319,-3754
4/26/2014 0:00,23.606,-92.876,4.278,1803.4,11.61338021,-3751
4/26/2014 8:00,23.589,-92.844,4.276,1802.9,10.33017425,-3754
4/26/2014 16:00,23.589,-92.824,4.277,1803.7,6.00020833,-3754
4/27/2014 0:00,23.579,-92.809,4.274,1805.9,8.653611963,-3758
4/27/2014 8:00,23.556,-92.801,4.275,1803.7,7.634664367,-3761
4/27/2014 16:00,23.545,-92.793,4.277,1804.2,3.428119018,-3766
4/28/2014 0:00,23.535,-92.79,4.274,1801.7,6.034608521,-3764
4/28/2014 8:00,23.516,-92.787,4.28,1808.1,7.568566575,-3764
4/28/2014 16:00,23.498,-92.795,4.283,1803.7,8.307935965,-3766
4/29/2014 0:00,23.483,-92.809,4.275,1803.2,4.880696672,-3767
4/29/2014 8:00,23.48,-92.815,4.28,1805.1,2.835577543,-3767
4/29/2014 16:00,23.475,-92.827,4.282,1805,5.751912725,-3763
4/30/2014 0:00,23.463,-92.842,4.284,1801.8,8.975979055,-3776
4/30/2014 8:00,23.46,-92.865,4.278,1803.9,5.478412179,-3778
4/30/2014 16:00,23.469,-92.87,4.283,1805.3,2.324177274,-3777
5/1/2014 0:00,23.465,-92.886,4.285,1805.7,8.155519603,-3763
5/1/2014 8:00,23.469,-92.908,4.279,1804.1,6.350590524,-3757
5/1/2014 16:00,23.476,-92.917,4.279,1804.5,3.70418682,-3759
5/2/2014 0:00,23.479,-92.929,4.283,1805.4,6.132642171,-3755
5/2/2014 8:00,23.48,-92.951,4.279,1803.3,8.825876727,-3757
5/2/2014 16:00,23.49,-92.975,4.282,1805.2,9.225470178,-3762
5/3/2014 0:00,23.498,-92.999,4.274,1805.1,8.87771367,-3761
5/3/2014 8:00,23.507,-93.022,4.279,1804.9,8.606189633,-3756
5/3/2014 16:00,23.516,-93.045,4.285,1805.4,10.14970443,-3759
5/4/2014 0:00,23.535,-93.069,4.277,1804.1,10.08146815,-3753
5/4/2014 8:00,23.546,-93.092,4.278,1805.2,9.836427197,-3750
5/4/2014 16:00,23.566,-93.119,4.285,1806.1,15.90484203,-3759
5/5/2014 0:00,23.599,-93.151,4.282,1803.5,14.46840005,-3765
